Age	SLOCStandard	Readability	SimpleReadability	NVAR	NCOMP	Mcclure	McCabe	IndentSTD	MaximumBlockDepth	totalFanOut	Length	MaintainabilityIndex	SATD	Parameters	LocalVariables	ChangeAtMethodAge	NewAdditions	DiffSizes	EditDistances	CriticalEditDistances	TangledWMoveandFileRename	Buggycommiit	PotentiallyBuggycommit	RiskyCommit	file	
2398	3#3#3#3#3#3#6#6	0.2889002859592438#0.2889002859592438#0.2889002859592438#0.11270750313997269#0.11270750313997269#0.11270750313997269#0.16819094121456146#0.16819094121456146	0.6584199083950915#0.6584199083950915#0.6584199083950915#0.5940232955452227#0.5940232955452227#0.5940232955452227#0.42427361111728773#0.42427361111728773	0#0#0#0#0#0#1#1	0#0#0#0#0#0#1#1	0#0#0#0#0#0#2#2	1#1#1#1#1#1#2#2	3.77#3.77#3.77#3.77#3.77#3.77#5.5#5.5	0#0#0#0#0#0#1#1	1#1#1#1#1#1#1#1	19.0#19.0#19.0#19.0#19.0#19.0#32.0#32.0	130.57513427734375#130.57513427734375#130.57513427734375#130.57513427734375#130.57513427734375#130.57513427734375#116.06659698486328#116.06659698486328	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0	0#17#17#17#24#77#350#1548	0#0#0#2#0#0#3#0	0#0#0#4#0#0#3#0	0#0#0#36#0#0#50#0	0#0#0#36#0#0#59#0	0#74#0#34#0#21#15#0	0#0#0#0#0#0#0#0	0#0#0#0#0#0#1#0	0#0#1#1#0#0#1#0	11682.json	
554	4	0.5732170939445496	0.18820202843434797	1	1	2	2	4.0	0	2	35.0	121.74586486816406	0	1	1	0	0	0	0	0	0	0	0	0	6296.json	
2474	3#3#3#3#3#3#3#3#3	0.09011246263980865#0.09011246263980865#0.09011246263980865#0.09011246263980865#0.09011246263980865#0.09011246263980865#0.09011246263980865#0.09011246263980865#0.09011246263980865	0.7922447423278239#0.7922447423278239#0.7922447423278239#0.7922447423278239#0.7922447423278239#0.7922447423278239#0.7922447423278239#0.7922447423278239#0.7922447423278239	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1	3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77#3.77	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344	0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1	0#0#0#0#0#0#0#0#0	0#75#75#75#75#93#93#93#1624	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#1#39#0#50#74#0#34#0	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#0#0#0	0#0#0#0#0#0#1#1#0	4593.json	
134	10#14#3	0.12571419775485992#0.034723199903964996#0.21202166378498077	0.016787891648989847#0.002839384847104533#0.419506519752109	3#4#0	2#3#0	5#7#0	3#4#1	7.2#9.16#3.77	2#3#0	4#5#2	61.0#79.0#25.0	103.31035614013672#96.14688873291016#128.8092498779297	0#0#0	2#2#2	2#3#0	0#25#33	0#5#1	0#6#13	0#181#495	0#213#556	0#3#6	0#0#0	0#1#1	0#1#1	7208.json	
725	7#6#3	0.08648262917995453#0.1885090172290802#0.718809187412262	0.14790113482598896#0.15609047855489638#0.5474457394574108	2#2#0	1#1#0	3#3#0	2#2#1	7.92#5.5#3.77	1#1#0	3#3#1	43.0#41.0#23.0	111.60965728759766#114.5076675415039#129.4591827392578	0#0#0	1#1#1	0#0#0	0#13#247	0#1#1	0#3#5	0#28#116	0#23#125	0#80#10	0#0#0	0#1#0	0#1#0	3399.json	
213	8#8	0.002738659270107746#0.0011993844527751207	9.869887448621525E-4#7.981338048026852E-4	0#0	0#0	0#0	1#1	6.93#6.93	0#0	8#10	71.0#71.0	106.59588623046875#106.50206756591797	0#0	1#1	2#2	0#147	0#2	0#4	0#43	0#43	0#3	0#0	0#0	0#0	8230.json	
880	3#3#3	0.8320716023445129#0.8320716023445129#0.8320716023445129	0.8741818821907049#0.8741818821907049#0.8741818821907049	0#0#0	0#0#0	0#0#0	1#1#1	3.77#3.77#3.77	0#0#0	0#0#0	14.0#14.0#14.0	132.4454345703125#132.4454345703125#132.4454345703125	0#0#0	0#0#0	0#0#0	0#8#30	0#0#0	0#0#0	0#0#0	0#0#0	0#62#0	0#0#0	0#1#0	0#1#0	8201.json	
703	13#13	0.05613286420702934#0.05613286420702934	0.00385045096950933#0.00385045096950933	1#1	1#1	2#2	2#2	11.68#11.68	1#1	8#8	73.0#73.0	98.09496307373047#98.09496307373047	0#0	2#2	2#2	0#189	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	3360.json	
1166	3#3	0.7437458038330078#0.7437458038330078	0.8679038794587552#0.8679038794587552	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#315	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	1667.json	
22	12	0.0427071638405323	0.003713253634996561	5	4	9	4	7.63	2	6	76.0	98.98347473144531	0	2	1	0	0	0	0	0	0	0	0	0	13105.json	
1548	6#6	0.07755580544471741#0.07755580544471741	0.1392942311873522#0.1392942311873522	1#1	1#1	2#2	2#2	5.5#5.5	1#1	2#2	41.0#41.0	114.35456085205078#114.35456085205078	0#0	2#2	1#1	0#697	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	9026.json	
1706	8#8#8	0.18816840648651123#0.18816840648651123#0.18816840648651123	0.0816249872949868#0.0816249872949868#0.0816249872949868	1#1#1	1#1#1	2#2#2	2#2#2	9.59#9.59#9.59	1#1#1	3#3#3	46.0#46.0#46.0	108.77935028076172#108.77935028076172#108.77935028076172	0#0#0	1#1#1	1#1#1	0#3#856	0#0#0	0#0#0	0#0#14	0#0#0	0#6#0	0#0#0	0#1#0	0#1#0	9751.json	
1430	3#3	0.6475095152854919#0.6475095152854919	0.8200617127100929#0.8200617127100929	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	17.0#17.0	131.28770446777344#131.28770446777344	0#0	1#1	0#0	0#579	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	1209.json	
1408	3#3#3#3	0.7281937599182129#0.7281937599182129#0.7281937599182129#0.7281937599182129	0.8616777346262654#0.8616777346262654#0.8616777346262654#0.8616777346262654	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	0#0#0#0	14.0#14.0#14.0#14.0	132.4454345703125#132.4454345703125#132.4454345703125#132.4454345703125	0#0#0#0	0#0#0#0	0#0#0#0	0#0#91#558	0#0#0#0	0#0#0#0	0#0#0#0	0#0#0#0	0#10#0#0	0#0#0#0	0#1#0#0	0#1#0#0	3064.json	
1010	8#8#8#8#7#9	6.338235689327121E-4#0.0019989856518805027#0.0019989856518805027#0.012981713749468327#0.009630687534809113#0.008379155769944191	4.504745651062728E-4#0.0015206330364333804#0.0015206330364333804#0.012790529992887314#0.007820784064305133#0.0032682480841262967	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	2#2#2#2#2#2	5.66#5.66#5.66#5.66#5.11#5.9	1#1#1#1#1#1	4#4#4#3#3#4	74.0#68.0#68.0#58.0#58.0#66.0	105.88943481445312#106.40978240966797#106.40978240966797#107.41751861572266#109.58072662353516#104.69950866699219	0#0#0#0#0#0	4#3#3#3#3#4	2#2#2#2#2#2	0#1#160#557#778#959	0#2#0#2#1#3	0#4#0#4#2#4	0#28#0#43#13#61	0#20#0#43#9#63	0#24#0#1#23#17	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	6960.json	
2048	3#3	0.8535304665565491#0.8535304665565491	0.8839863042558876#0.8839863042558876	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	14.0#14.0	132.4454345703125#132.4454345703125	0#0	0#0	0#0	0#1198	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	10054.json	
499	3	0.1401141881942749	0.6405393148571542	0	0	0	1	3.77	0	1	21.0	129.93223571777344	0	1	0	0	0	0	0	0	0	0	0	0	6740.json	
5	3	0.47842735052108765	0.8624340666694255	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	12892.json	
2097	10#8#8	0.12840145826339722#0.2923840582370758#0.2923840582370758	0.025284401213456573#0.558609642578258#0.558609642578258	2#3#3	1#1#1	3#4#4	3#3#3	7.2#7.75#7.75	2#2#2	2#2#2	59.0#35.0#35.0	103.48370361328125#110.36112976074219#110.36112976074219	0#0#0	1#1#1	3#1#1	0#185#1247	0#5#0	0#12#0	0#175#0	0#181#0	0#7#0	0#0#0	0#1#0	0#1#0	10969.json	
2210	4#4	0.27428072690963745#0.27428072690963745	0.7104808029633347#0.7104808029633347	0#0	0#0	0#0	1#1	4.0#4.0	0#0	1#1	22.0#22.0	125.02987670898438#125.02987670898438	0#0	1#1	0#0	0#1359	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	4466.json	
738	6#9#8	0.03691941127181053#0.02169961854815483#0.01746874675154686	0.6369730934454377#0.15913692161545934#0.48523831182194027	0#0#0	0#0#0	0#0#0	1#1#1	8.84#9.24#8.89	0#0#0	2#4#3	29.0#46.0#36.0	116.71211242675781#107.1583251953125#110.67463684082031	0#0#0	2#2#3	0#1#0	0#308#392	0#4#2	0#5#5	0#157#62	0#140#59	0#11#99	0#0#0	0#0#0	0#0#0	3905.json	
2088	3#3#3#3#3#3	0.570003092288971#0.570003092288971#0.570003092288971#0.570003092288971#0.5577471256256104#0.5577471256256104	0.8112826289913382#0.8112826289913382#0.8112826289913382#0.8112826289913382#0.8220610382596775#0.8220610382596775	0#0#0#0#0#0	0#0#0#0#0#0	0#0#0#0#0#0	1#1#1#1#1#1	3.77#3.77#3.77#3.77#3.77#3.77	0#0#0#0#0#0	0#0#0#0#0#0	17.0#17.0#17.0#17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344	0#0#0#0#0#0	1#1#1#1#1#1	0#0#0#0#0#0	0#4#176#176#425#1238	0#0#0#0#1#0	0#0#0#0#2#0	0#0#0#0#8#0	0#0#0#0#8#0	0#2#0#0#24#0	0#0#0#0#0#0	0#0#1#0#0#0	0#0#1#0#0#0	1259.json	
1072	3#3#3#3	0.5487080216407776#0.5487080216407776#0.5487080216407776#0.5487080216407776	0.8754818001531826#0.8754818001531826#0.8754818001531826#0.8754818001531826	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	0#0#0#0	14.0#14.0#14.0#14.0	132.4454345703125#132.4454345703125#132.4454345703125#132.4454345703125	0#0#0#0	0#0#0#0	0#0#0#0	0#16#17#221	0#0#0#0	0#0#0#0	0#0#0#0	0#0#0#0	0#90#3#0	0#0#0#0	0#1#1#0	0#1#1#0	5357.json	
1010	8#8#8	0.0058187684044241905#0.0058187684044241905#0.005297236610203981	0.0029332575948479004#0.0029332575948479004#0.0031874914046506803	0#0#0	0#0#0	0#0#0	1#1#1	6.93#6.93#6.93	0#0#0	8#8#8	66.0#66.0#66.0	107.0255126953125#107.0255126953125#107.07760620117188	0#0#0	1#1#1	2#2#2	0#160#273	0#0#1	0#0#2	0#0#31	0#0#31	0#0#3	0#0#0	0#0#0	0#0#0	6070.json	
1033	3#3#3#3	0.639279842376709#0.639279842376709#0.639279842376709#0.6753106713294983	0.7774454231491014#0.7774454231491014#0.7774454231491014#0.8018655599017	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#3.77#3.77#3.77	0#0#0#0	1#1#1#1	17.0#17.0#17.0#17.0	131.28770446777344#131.28770446777344#131.28770446777344#131.28770446777344	0#0#0#0	0#0#0#0	0#0#0#0	0#0#183#804	0#0#0#1	0#0#0#2	0#0#0#2	0#0#0#2	0#29#0#22	0#0#0#0	0#0#0#1	0#0#0#1	9927.json	
2474	3#3#3#3#3#3#3	0.9498793482780457#0.9498793482780457#0.9498793482780457#0.9498793482780457#0.9498793482780457#0.9498793482780457#0.9498793482780457	0.9284285537265934#0.9284285537265934#0.9284285537265934#0.9284285537265934#0.9284285537265934#0.9284285537265934#0.9284285537265934	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	1#1#1#1#1#1#1	3.77#3.77#3.77#3.77#3.77#3.77#3.77	0#0#0#0#0#0#0	0#0#0#0#0#0#0	12.0#12.0#12.0#12.0#12.0#12.0#12.0	133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625#133.59722900390625	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#75#75#75#75#93#1624	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#1#39#0#50#74#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	0#0#0#0#0#0#0	8654.json	
22	17#18#17#18	0.0#0.0#0.0#0.0	7.200378791767398E-9#2.1122244700547646E-9#7.200378791767398E-9#2.1122244700547646E-9	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	4.75#4.62#4.75#4.62	0#0#0#0	18#19#18#19	146.0#154.0#146.0#154.0	89.98516082763672#88.75487518310547#89.98516082763672#88.75487518310547	0#0#0#0	1#1#1#1	5#5#5#5	0#3#4#5	0#1#0#1	0#1#1#1	0#59#59#59	0#61#61#61	0#2#2#6	0#0#0#1	0#0#0#1	0#0#0#0	12864.json	
2080	15#15#14#27#16#16#16#16#11#11#12#16#8	0.019956348463892937#0.019956348463892937#0.04035303741693497#0.03733131289482117#0.0586727075278759#0.06620743125677109#0.06620743125677109#0.06620743125677109#0.12128099799156189#0.11580482870340347#0.023093903437256813#0.027345236390829086#0.13569752871990204	9.214388257357095E-5#9.214388257357095E-5#8.500832551765646E-4#2.4954084215021905E-7#4.0168294464827534E-5#4.0330818334864155E-5#4.0330818334864155E-5#4.0330818334864155E-5#9.937380948617111E-5#1.5746424625412314E-4#1.1048687497641017E-4#2.2238453862480058E-4#2.00707575019383E-4	2#2#2#3#2#2#2#2#2#2#2#2#0	1#1#1#2#1#1#1#1#1#1#1#1#0	3#3#3#5#3#3#3#3#3#3#3#3#0	3#3#3#4#3#3#3#3#2#2#2#2#1	9.98#9.98#10.22#30.3#10.07#10.07#10.07#10.07#8.3#8.3#8.07#10.07#3.33	2#2#2#4#2#2#2#2#1#1#1#2#0	10#10#8#12#9#9#9#9#8#8#9#9#7	97.0#97.0#82.0#144.0#100.0#100.0#100.0#100.0#86.0#84.0#89.0#93.0#77.0	94.03035736083984#94.03035736083984#96.05986022949219#81.54698944091797#92.56025695800781#92.56025695800781#92.56025695800781#92.56025695800781#99.76962280273438#99.92561340332031#98.25006103515625#93.29267120361328#105.8375244140625	0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#1#1#1#1#1#1#1#1#1#1#1	3#3#2#4#4#4#4#4#4#4#4#4#4	0#0#4#67#75#101#1208#1230#1301#1655#1655#1655#2022	0#0#4#17#5#3#0#0#5#1#1#10#4	0#0#9#19#22#6#0#0#15#2#1#16#10	0#0#135#482#454#43#0#0#72#4#59#38#161	0#0#137#535#484#43#0#0#99#4#64#60#194	0#0#24#2#5#4#62#0#3#1#1#1#1	0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#1#0#0#1#0#0#0#0#0#0	0#0#0#0#0#0#1#0#0#0#0#0#0	8486.json	
17	3	0.8970708847045898	0.7349379564326487	0	0	0	1	3.77	0	0	16.0	131.46876525878906	0	1	0	0	0	0	0	0	0	0	0	0	11757.json	
295	9	0.0035898638889193535	0.015393471391435156	0	0	0	1	8.24	0	2	59.0	105.80699920654297	0	0	2	0	0	0	0	0	0	0	0	0	1872.json	
92	3	0.7654839158058167	0.8414449117283904	0	0	0	1	3.77	0	0	14.0	132.4454345703125	0	0	0	0	0	0	0	0	0	0	0	0	12827.json	
737	5#5	0.1396646499633789#0.1396646499633789	0.3707448284267613#0.3707448284267613	1#1	1#1	2#2	2#2	5.99#5.99	1#1	1#1	33.0#33.0	118.76382446289062#118.76382446289062	0#0	1#1	0#0	0#14	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	7722.json	
1985	3#4#3#3	0.5778480172157288#0.2772789001464844#0.5980145931243896#0.5980145931243896	0.7037998096162659#0.5783749284097504#0.7632162323481416#0.7632162323481416	0#0#0#0	0#0#0#0	0#0#0#0	1#1#1#1	3.77#4.0#3.77#3.77	0#0#0#0	1#1#0#0	18.0#24.0#17.0#17.0	130.85629272460938#124.361083984375#131.28770446777344#131.28770446777344	0#0#0#0	1#1#1#1	0#0#0#0	0#539#1000#1135	0#1#0#0	0#1#1#0	0#34#37#0	0#36#39#0	0#24#13#0	0#0#0#0	0#0#0#0	0#0#0#0	4363.json	
1122	3#3	0.08815046399831772#0.08815046399831772	0.6442177504985197#0.6442177504985197	0#0	0#0	0#0	1#1	3.77#3.77	0#0	0#0	19.0#19.0	130.34019470214844#130.34019470214844	0#0	0#0	0#0	0#271	0#0	0#0	0#0	0#0	0#0	0#0	0#0	0#0	277.json	
1054	7#7#6	0.1418415755033493#0.1418415755033493#0.12980730831623077	0.16485743539858191#0.16485743539858191#0.16093617284472106	2#2#2	2#2#2	4#4#4	3#3#2	8.24#8.24#8.54	2#2#1	2#2#2	42.0#42.0#39.0	111.36553955078125#111.36553955078125#114.4151611328125	0#0#0	3#3#3	0#0#0	0#204#318	0#0#3	0#0#7	0#0#13	0#0#28	0#0#2	0#0#0	0#0#0	0#0#0	5148.json	
718	4#5#5	0.0258755125105381#0.03278965875506401#0.03450227528810501	0.024461564986529686#0.03172707686934066#0.023014333842726727	0#0#0	0#0#0	0#0#0	1#1#1	4.0#8.76#8.76	0#0#0	3#3#3	43.0#43.0#45.0	120.53455352783203#116.91962432861328#116.68321990966797	0#0#0	1#1#1	1#1#1	0#0#0	0#3#3	0#5#6	0#25#12	0#20#2	0#1#1	0#0#0	0#0#0	0#0#0	8226.json	
1410	9#9#15#7#6#6	0.0080637875944376#0.0013770670630037785#0.0010511340806260705#2.639814920257777E-4#0.01324679609388113#0.01324679609388113	0.002022935555531944#2.769301782127455E-4#3.939058262712302E-6#0.0023767511989841446#0.09932307741672547#0.09932307741672547	2#2#3#2#0#0	1#1#2#1#0#0	3#3#5#3#0#0	2#2#3#2#2#2	9.32#9.32#10.53#6.05#6.53#6.53	1#1#2#1#1#1	9#9#13#7#2#2	69.0#78.0#110.0#66.0#44.0#44.0	104.46835327148438#103.66934204101562#93.11016845703125#108.9587173461914#113.78789520263672#113.78789520263672	0#0#0#0#0#0	2#3#4#4#3#3	1#1#1#0#1#1	0#48#65#69#282#560	0#2#8#1#3#0	0#4#10#10#7#0	0#26#171#259#162#0	0#26#188#274#157#0	0#2#2#2#6#0	0#0#0#0#0#0	0#0#0#0#1#0	0#0#0#0#1#0	196.json	
496	3	0.6405836939811707	0.7903437280678575	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	3760.json	
1706	4#4#4	0.02849411964416504#0.02849411964416504#0.02849411964416504	0.42396365182704165#0.42396365182704165#0.42396365182704165	0#0#0	0#0#0	0#0#0	1#1#1	6.63#6.63#6.63	0#0#0	0#0#0	30.0#30.0#30.0	123.01455688476562#123.01455688476562#123.01455688476562	0#0#0	3#3#3	0#0#0	0#3#856	0#0#0	0#0#0	0#0#0	0#0#0	0#6#0	0#0#0	0#1#0	0#1#0	9373.json	
2063	25#26#27#28#27#25#26#24#25#29#26#26#26	0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0	2.1179774690288504E-7#1.6026321284172627E-9#9.555288774208052E-10#2.735921326873368E-10#4.601522967292914E-10#3.65306076818521E-9#1.0542028711676764E-9#5.103311217172723E-7#4.698556244134652E-8#1.8948039650206546E-10#2.8383803902264073E-8#2.8383803902264073E-8#2.8383803902264073E-8	8#9#9#9#9#6#6#5#5#5#5#5#5	5#6#6#6#6#5#5#4#4#4#4#4#4	13#15#15#15#15#11#11#9#9#9#9#9#9	5#6#6#6#6#6#6#5#5#6#5#5#5	8.5#8.02#7.9#7.77#7.9#4.9#4.81#4.99#5.06#6.34#4.97#4.97#4.97	1#1#1#1#1#1#1#1#1#1#1#1#1	23#24#25#27#26#22#24#20#21#28#22#22#22	142.0#162.0#166.0#173.0#169.0#157.0#164.0#135.0#147.0#178.0#151.0#151.0#151.0	82.7636489868164#81.04683685302734#80.28962707519531#79.44876861572266#80.1778564453125#81.88431549072266#80.9830322265625#83.75784301757812#82.5613784790039#78.76905059814453#81.7645492553711#81.7645492553711#81.7645492553711	0#0#0#0#0#0#0#0#0#0#0#0#0	2#2#2#2#2#2#2#2#2#2#2#2#2	3#5#5#5#5#5#5#3#3#4#3#3#3	0#182#183#190#196#337#340#402#737#778#778#1007#1213	0#3#1#1#0#1#1#1#1#4#1#0#0	0#6#1#1#1#4#1#4#1#4#5#0#0	0#131#37#48#37#94#44#191#58#171#143#0#0	0#137#39#50#39#83#46#195#63#175#145#0#0	0#2#3#2#10#11#3#14#9#10#7#90#0	0#0#0#0#0#0#0#0#0#0#0#0#0	0#1#1#1#1#0#0#1#1#1#0#1#0	0#1#1#1#1#0#0#1#1#1#0#1#0	5456.json	
751	3	0.738677978515625	0.8098202496647106	0	0	0	1	3.77	0	0	17.0	131.28770446777344	0	1	0	0	0	0	0	0	0	0	0	0	3469.json	
2427	19#19#19#19#19#19#19#19#19#19#18#19#22#22#22#22#23#23#23#25#25#26#28#28#28#29#29#29#29#30#32#31#26	0.006459591444581747#0.006459591444581747#0.006459591444581747#0.005610333289951086#0.005610333289951086#0.005610333289951086#0.005610333289951086#0.005610333289951086#0.005610333289951086#0.005610333289951086#0.006054541561752558#0.006865580100566149#0.003923483658581972#0.0026110010221600533#0.0016709192423149943#0.0016709192423149943#0.0010496600298210979#0.0010507612023502588#0.0011449697194620967#4.957405617460608E-4#4.75810345960781E-4#2.563330053817481E-4#1.9552279263734818E-4#2.0197968115098774E-4#2.0197968115098774E-4#0.0#0.0#0.0#0.0#0.0#0.0#0.0#0.0	1.884560479521598E-5#1.884560479521598E-5#1.884560479521598E-5#3.5005635310110266E-5#3.5005635310110266E-5#3.5005635310110266E-5#3.5005635310110266E-5#3.5005635310110266E-5#3.5005635310110266E-5#3.5005635310110266E-5#5.550556901668669E-5#6.0019085264047276E-5#2.8850669993496365E-5#3.9516266025755616E-5#2.7729208271207414E-5#2.7729208271207414E-5#1.0879534390491406E-5#1.0898034044971764E-5#1.1007844903383708E-5#5.910946014496637E-9#7.638247702222242E-9#1.9936095017948987E-9#9.915679507098575E-10#2.063124484983474E-9#2.063124484983474E-9#3.4044002023854064E-10#3.431259168118653E-10#3.431259168118653E-10#1.5976663989747084E-10#2.6103337417725785E-10#4.117622548646502E-11#8.994848320502064E-11#1.1926197087273316E-11	1#1#1#1#1#1#1#1#1#1#1#1#2#2#2#2#2#2#2#4#4#4#5#5#5#5#5#5#5#5#5#4#4	2#2#2#1#1#1#1#1#1#1#1#1#2#2#2#2#2#2#2#3#3#3#4#4#4#4#4#4#4#4#4#4#4	3#3#3#2#2#2#2#2#2#2#2#2#4#4#4#4#4#4#4#7#7#7#9#9#9#9#9#9#9#9#9#8#8	2#2#2#2#2#2#2#2#2#2#2#2#3#3#3#3#3#3#3#3#3#3#4#4#4#4#4#4#4#4#4#4#4	7.94#7.94#7.94#7.94#7.94#7.94#7.94#7.94#7.94#7.94#7.61#8.63#8.83#8.58#8.58#8.58#8.32#8.32#8.32#9.17#9.17#9.05#8.79#8.79#8.79#8.69#8.69#8.69#8.69#9.21#9.01#10.2#7.93	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	8#8#8#8#8#8#8#8#8#8#8#8#9#8#8#8#9#9#9#21#22#23#23#24#24#25#25#25#25#25#26#26#26	109.0#109.0#109.0#107.0#107.0#107.0#107.0#107.0#107.0#107.0#103.0#104.0#114.0#113.0#115.0#115.0#123.0#123.0#123.0#161.0#159.0#168.0#175.0#172.0#172.0#182.0#182.0#182.0#183.0#184.0#196.0#189.0#189.0	89.5290298461914#89.5290298461914#89.5290298461914#89.68439483642578#89.68439483642578#89.68439483642578#89.68439483642578#89.68439483642578#89.68439483642578#89.68439483642578#90.78919219970703#89.832275390625#86.71996307373047#86.79571533203125#86.70448303222656#86.70448303222656#85.57559204101562#85.57559204101562#85.57559204101562#82.59346008300781#82.6356430053711#81.71395874023438#80.04881286621094#80.16104888916016#80.16104888916016#79.2545394897461#79.2545394897461#79.2545394897461#79.14305877685547#78.60616302490234#77.19145965576172#77.87517547607422#80.72460174560547	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1#1	4#4#4#4#4#4#4#4#4#4#4#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#3#4#3#3	0#28#28#28#28#28#46#46#46#87#107#114#120#120#150#247#266#266#266#543#709#742#823#919#1053#1271#1371#1373#1422#1435#1577#2138#2242	0#0#0#1#0#0#0#0#0#0#1#6#6#2#1#0#2#1#1#17#1#1#3#1#0#1#1#0#3#2#0#3#1	0#0#0#2#0#0#0#0#0#0#3#11#9#4#2#0#2#2#2#32#2#1#4#2#0#2#2#0#6#3#0#5#2	0#0#0#18#0#0#0#0#0#0#16#185#70#59#14#0#112#1#32#718#5#33#43#35#0#89#13#0#37#37#246#328#37	0#0#0#18#0#0#0#0#0#0#11#177#67#56#14#0#76#0#32#720#5#35#50#15#0#91#13#0#37#31#254#322#12	0#1#39#56#0#50#74#0#34#0#1#27#4#2#2#0#11#12#1#6#1#1#2#17#2#2#90#0#3#9#0#19#10	0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0#0	0#0#0#1#0#0#0#0#0#1#0#0#1#0#0#0#1#0#1#1#0#0#1#0#0#0#1#1#1#1#0#0#0	0#0#0#1#0#0#0#1#1#1#0#0#1#0#0#0#1#0#1#1#0#0#1#0#0#0#1#1#1#1#0#0#0	5024.json	
1719	7#8#8#8#8	0.12194045633077621#0.05753091722726822#0.05753091722726822#0.07220546156167984#0.07220546156167984	0.023194161892252794#0.01657699699751766#0.01657699699751766#0.016624630813783254#0.016624630813783254	1#1#1#1#1	1#1#1#1#1	2#2#2#2#2	2#2#2#2#2	5.11#9.59#9.59#9.59#9.59	1#1#1#1#1	4#4#4#4#4	50.0#54.0#54.0#54.0#54.0	110.45449829101562#107.83899688720703#107.83899688720703#107.83899688720703#107.83899688720703	0#0#0#0#0	0#0#0#0#0	1#1#1#1#1	0#16#21#22#869	0#3#0#2#0	0#5#0#4#0	0#16#0#18#0	0#10#0#18#0	0#23#9#2#0	0#0#0#0#0	0#0#1#0#0	0#0#1#0#0	4410.json	
